person_x,kinsman,person_gender,kinsman_gender,ontology_kinship
Hugh I Embriaco of Jubail,Hugh II Embriaco of Jubail,Male,Male,GrandFatherOf
seller of an estate to Marandos,grandson of the seller of an estate to Marandos,Male,Male,GrandFatherOf
father of wife of donor to Nea Kome (monastery),daughter of donor to monastery of Nea Kome,Male,Female,GrandFatherOf
seller of buildings to the convent of Eleousa,entrant to the Chora monastery,Male,Male,GrandFatherOf
Mororeon (?),granddaughter of Mororeon,Male,Female,GrandFatherOf
"Pankratios Taronites, patrikios","Theophano, daughter of Agathe",Male,Female,GrandFatherOf
"maistor, grandfather of nomikos and klerikos of Hagia Sophia Ioannes","Ioannes, klerikos of Hagia Sophia (of Thessalonike) and nomikos",Male,Male,GrandFatherOf
grandfather of Romanos Skleros (brother of Skleraina),"Romanos Skleros, brother of Maria Skleraina",Male,Male,GrandFatherOf
Emperor Alexios I Komnenos,"(Ioannes) Bryennios the patrikios, father of the kaisar",Male,Male,FatherOf
Emperor Konstantinos VIII,Emperor Romanos III Argyros,Male,Male,FatherOf
Emperor Alexios I Komnenos,"Nikephoros Bryennios, kaisar, husband of Anna Komnene",Male,Male,FatherOf
Emperor Alexios I Komnenos,"Michael Iasites, husband of Eudokia, daughter of Alexios I",Male,Male,FatherOf
Emperor Alexios I Komnenos,"Konstantinos Doukas porphyrogennetos, son of Michael VII",Male,Male,FatherOf
"Tempinas, citizen of Hierissos (?)","Symeon, citizen of Hierissos",Male,Male,FatherOf
"Sklabopapas, father-in-law of tax-payer at Dobrobikeia","Marianos Stromonites, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Manglabites, father-in-law of Iveron act witness Basileios","Basileios, son-in-law of Manglabites",Male,Male,FatherOf
"Psellos, father-in-law of Georgios Polites",Georgios Polites,Male,Male,FatherOf
"Brichotos, father-in-law of Iveron act witness Konstantinos","Konstantinos, son-in-law of Brichotos",Male,Male,FatherOf
"Berymos, father-in-law of Iveron act witness Strategios","Strategios Berymos, witness of Iveron act",Male,Male,FatherOf
"Basileios Pollybodas, koubouklesios at Kastri (Strymon)","Leon, son-in-law of Basileios Pollybodas",Male,Male,FatherOf
"Bileles, protospatharios","Petros, tax-payer at chorion of Obilos",Male,Male,FatherOf
Eustathios Boilas,"Michael, son-in-law of Eustathios Boilas",Male,Male,FatherOf
Eustathios Boilas,"Gregorios, son-in-law of Eustathios Boilas",Male,Male,FatherOf
"Gostelos, father-in-law of tax-payer at Dobrobikeia","Theodoros, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Ioannes Doukas, kaisar","Maria of Bulgaria, wife of Andronikos Doukas",Male,Female,FatherOf
"Ioannes Komnenos, father of Alexios I","Eirene Doukaina, wife of Alexios I",Male,Female,FatherOf
"Ioannes Batatzes, supporter of Leon Tornikios",Leon Tornikios,Male,Male,FatherOf
"Ioannes, father-in-law of tax-payer at Dobrobikeia","Eustathios, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Ioannilos, father-in-law of tax-payer at Dobrobikeia","Nesnastros, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
Konstantinos Dalassenos,Emperor Konstantinos X Doukas,Male,Male,FatherOf
"Konstantinos, nephew of patriarch Michael I Keroularios","Georgios exaktor, son-in-law of Konstantinos (nephew of Keroularios), and grandfather of Tzetzes",Male,,FatherOf
"Kyriakos Belaites, father of tax-payer at Dobrobikeia","Nikolaos, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Leon, father-in-law of tax-payer at Dobrobikeia","Georgios, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
Michael Psellos (named Konstantinos till tonsure in 1054),"Elpidios Kenchres, affianced son-in-law of Michael Psellos",Male,Male,FatherOf
"Michael, father-in-law of tax-payer of Dobrobikeia","Anastasios Podogorianites, tax-payer at Dobrobikeia",Male,Male,FatherOf
"Nesnastres, father-in-law of tax-payer at Dobrobikeia","Petros, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Nikolaos Petharas, witness of Iveron act","Leon, witness of Iveron act",Male,Male,FatherOf
"Paschales, citizen of Hierissos (?)","Demetrios, citizen of Hierissos",Male,Male,FatherOf
"Theodoros, priest in Macedonia","Basileios Ktistes, witness of Iveron act",Male,Male,FatherOf
"Tzachas/Chaka, Turkish amir",Qilij Arslan ibn Sulayman ibn Qutlumish,Male,Male,FatherOf
"Georgios Phatyris, paroikos at Galaides (Meander valley)","Konstantinos, paroikos at Galaides (Meander valley)",Male,Male,FatherOf
"Konstantinos Kalamiotes Persikoures, epoikos on Patmos","Maria, daughter-in-law of epoikos Konstantinos Kalamiotes Persikoures on Patmos",Male,Female,FatherOf
"Nikephoros, paroikos at Mantrakle (Meander valley)","Leon, son-in-law of paroikos Nikephoros at Mantrakle (Meander valley)",Male,Male,FatherOf
"Kakoletos, father-in-law of inhabitant of Adrameri Nikolaos","Nikolaos, inhabitant of Adrameri in Chalkidike",Male,Male,FatherOf
"Theophanes, spatharokandidatos and komes kortes","Nikolaos, son-in-law of Theophanes",Male,Male,FatherOf
Sergios Betelakes,Rendakios the Athenian,Male,Male,FatherOf
Panaretos the Athenian,son-in-law of Panaretos the Athenian,Male,Male,FatherOf
"Damianos, father-in-law of Ioannes","Ioannes, son-in-law of Damianos",Male,Male,FatherOf
"Philagres, father-in-law of Leon","Leon, son-in-law of Philagres and heir of Eirenaios (?)",Male,Male,FatherOf
Ploutinos,"Daniel, droungarios, son-in-law of Ploutinos",Male,Male,FatherOf
"Poletianos, father(-in-law) of Demetrios","Demetrios, son(-in-law) of Poletianos",Male,Male,FatherOf
sebastokrator,Isaakios Komnenodoukas,Male,Male,FatherOf
Paulos Armenopolos,"Bardas, son-in-law of the doux and vestarches Paulos",Male,Male,FatherOf
"Georgios Kalaphates, paroikos of Nea Mone at Kalothekia","Moschos, paroikos of Nea Mone at Kalothekia",Male,Male,FatherOf
"Baldwin of Bourcq, Baldwin II, king of Jerusalem","Bohemond II Guiscard, prince of Antioch",Male,,FatherOf
"Baldwin of Bourcq, Baldwin II, king of Jerusalem","Fulk V, count of Anjou, king of Jerusalem",Male,,FatherOf
"Gabriel (Khoril), amir, doux of Melitene","Baldwin of Bourcq, Baldwin II, king of Jerusalem",Male,Male,FatherOf
"Philip I, king of France",Bohemond of Taranto,Male,Male,FatherOf
"Taphnuz, father-in-law of Baldwin I of Jerusalem","Baldwin of Boulogne, Baldwin I, king of Jerusalem",Male,Male,FatherOf
Andronikos Balantes,son of protospatharios and strategos Melias,Male,Male,FatherOf
father-in-law of son of Arotras,son of Arotras,Male,Male,FatherOf
"Dermokaites, involved in a trial over financial guarantees","Roupenes (?), implicated in a case involving financial guarantees",Male,Male,FatherOf
"Ioannes Parsakoutenos, protospatharios","Theophylaktos, son of Romanos Saronites",Male,Male,FatherOf
"Ashot IV the Brave, king of Armenia","Abu'l-Aswar, ruler of Dvin",Male,Male,FatherOf
"Konstantinos Phasoulos, landowner at Kassandra (Chalkidike)","Konstantinos, priest and (son?) in-law of landowner Konstantinos Phasoulos",Male,Male,FatherOf
father-in-law of Theodoros Dokeianos,Theodoros Dokeianos,Male,Male,FatherOf
"father-in-law of Richard, prince of Capua","Richard, prince of Capua",,,FatherOf
Emperor Alexios I Komnenos,"Ioannes Komnenos, father of Alexios I",Male,Male,SonOf
Emperor Alexios I Komnenos,Theodoros Dokeianos,Male,Male,CousinOf
"Andronikos Doukas, son of the kaisar Ioannes",Emperor Michael VII Doukas,Male,Male,CousinOf
"Andronikos Doukas, son of the kaisar Ioannes","Andronikos Doukas, brother of Michael VII",Male,Male,CousinOf
"Andronikos Doukas, son of the kaisar Ioannes","Konstantios Doukas, brother of Michael VII",Male,Male,CousinOf
"Andronikos Doukas, brother of Michael VII","Andronikos Doukas, son of the kaisar Ioannes",Male,Male,CousinOf
father of Kekaumenos (the author),"Ioannes Maios, episkeptites (?) of Arabissos",Male,Male,CousinOf
"cousin of Christophoros and Georgios, beneficiaries in will of Boilas","Christophoros, beneficiary in will of Eustathios Boilas",Male,Male,CousinOf
"cousin of Christophoros and Georgios, beneficiaries in will of Boilas","Georgios, beneficiary in will of Eustathios Boilas",Male,Male,CousinOf
Basileios Kourtikios,Georgios Palaiologos,Male,Male,CousinOf
Bohemond of Taranto,huge cousin of Bohemond,Male,,CousinOf
"Christophoros, beneficiary in will of Eustathios Boilas","cousin of Christophoros and Georgios, beneficiaries in will of Boilas",Male,Male,CousinOf
Empress Eudokia Makrembolitissa,"Konstantinos, nephew of patriarch Michael I Keroularios",Female,Male,CousinOf
Empress Eudokia Makrembolitissa,"Nikephoros, nephew of patriarch Michael I Keroularios",Female,Male,CousinOf
Georgios Palaiologos,Basileios Kourtikios,Male,Male,CousinOf
"Georgios, beneficiary in will of Eustathios Boilas","cousin of Christophoros and Georgios, beneficiaries in will of Boilas",Male,Male,CousinOf
"Gregorios Taronites, rebel under Alexios I","Ioannes Taronites (Taronitopoulos), doux of Skopje",Male,Male,CousinOf
"Ioannes Taronites (Taronitopoulos), doux of Skopje","Gregorios Taronites, rebel under Alexios I",Male,Male,CousinOf
"Ioannes Maios, episkeptites (?) of Arabissos",father of Kekaumenos (the author),Male,Male,CousinOf
"Isaakios Komnenos, elder brother of Alexios I","Maria of Alania, empress",Male,Female,CousinOf
Emperor Konstantinos IX Monomachos,"Theodosios Monomachos, cousin of Konstantinos IX",Male,Male,CousinOf
"Konstantinos Doukas, son of Kaisar Ioannes",Emperor Michael VII Doukas,Male,Male,CousinOf
"Konstantinos, nephew of patriarch Michael I Keroularios",Empress Eudokia Makrembolitissa,Male,Female,CousinOf
"Konstantios Doukas, brother of Michael VII","Andronikos Doukas, son of the kaisar Ioannes",Male,Male,CousinOf
Leon Tornikios,"Euprepeia, sister of Konstantinos IX",Male,Female,CousinOf
Pope Leo IX,Frederick of Lorraine,Male,,CousinOf
"Maria of Alania, empress","Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)",Female,Female,CousinOf
"Maria of Alania, empress","Isaakios Komnenos, elder brother of Alexios I",Female,Male,CousinOf
Emperor Michael VII Doukas,"Andronikos Doukas, son of the kaisar Ioannes",Male,Male,CousinOf
Emperor Michael VII Doukas,"Konstantinos Doukas, son of Kaisar Ioannes",Male,Male,CousinOf
"Nikephoros, nephew of patriarch Michael I Keroularios",Empress Eudokia Makrembolitissa,Male,Female,CousinOf
Theodoros Dokeianos,Emperor Alexios I Komnenos,Male,Male,CousinOf
"Theodosios, bishop of Devol",Emperor Konstantinos IX Monomachos,Male,Male,CousinOf
"Krasas, cousin of Euphrosyne Bobaina","Euphrosyne Bobaina, aunt of Michael Attaleiates' wife",Male,Female,CousinOf
"Helena, mentioned in synodal decision","Theodote, mentioned in synodal decision",Female,Female,CousinOf
"Theodote, mentioned in synodal decision","Helena, mentioned in synodal decision",Female,Female,CousinOf
"Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)","Maria of Alania, empress",Female,Female,CousinOf
"Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)","Alan princess, second wife of Theodoros Gabras",Female,Female,CousinOf
"Euprepeia, sister of Konstantinos IX",Leon Tornikios,Female,Male,CousinOf
cousin of Gregorios Pakourianos,"Gregorios Pakourianos, megas domestikos",Male,Male,CousinOf
father of Romanos III Argyros,Emperor Romanos II,Male,,CousinOf
Muqallad ibn Kamil ibn Mirdas,Shibl al-Dawla Abu Kamil Nasr ibn Salih ibn Mirdas,Male,Male,CousinOf
Muqallad ibn Kamil ibn Mirdas,"Mu'izz al-Dawla Thimal, Mirdasid lord of Aleppo",Male,,CousinOf
Shibl al-Dawla Abu Kamil Nasr ibn Salih ibn Mirdas,Muqallad ibn Kamil ibn Mirdas,Male,Male,CousinOf
"Nikolaos Stribos, landowner at Thessalonike","Maria, landowner at Thessalonike",Male,Female,CousinOf
"Nikolaos Stribos, landowner at Thessalonike","Ioannes, landowner at Thessalonike",Male,Male,CousinOf
"Maria, landowner at Thessalonike","Nikolaos Stribos, landowner at Thessalonike",Female,Male,CousinOf
"Ioannes, landowner at Thessalonike","Nikolaos Stribos, landowner at Thessalonike",Male,Male,CousinOf
"Philippos, son of Agallianos",Konstantinos the bishop,Male,Male,CousinOf
Konstantinos the bishop,"Philippos, son of Agallianos",Male,Male,CousinOf
"Leon, cousin of Adralestos","Adralestos, prominent person in Bari",Male,Male,CousinOf
"Adralestos, prominent person in Bari","Leon, cousin of Adralestos",Male,Male,CousinOf
"Baldwin of Bourcq, Baldwin II, king of Jerusalem","Joscelin I of Courtenay, count of Edessa",Male,Male,CousinOf
"Joscelin I of Courtenay, count of Edessa","Baldwin of Bourcq, Baldwin II, king of Jerusalem",Male,Male,CousinOf
Najm al-Din Ilghazi ibn Artuq,"Savanj, besieged by Fatimids in Jerusalem",Male,,CousinOf
"Alan princess, second wife of Theodoros Gabras","Eirene of Alania, wife of Isaakios Komnenos (brother of Alexios I)",Female,Female,CousinOf
"Nikephoros Exazenos Hyaleas, doux of Smyrna","Konstantinos Exazenos Doukas, military leader involved in rebellion of Anemas",Male,Male,CousinOf
"Konstantinos Exazenos Doukas, military leader involved in rebellion of Anemas","Nikephoros Exazenos Hyaleas, doux of Smyrna",Male,Male,CousinOf
"Maria, daughter of Mitze","Nikolaos, son of Anna",Female,Male,CousinOf
"Nikolaos, patrikios and eparchos","Maria, daughter of Mitze",Male,Female,CousinOf
"Theodoulos, founder of Hagios Nikolaos Chrysokamarou on Athos","Xenophon, founder of Xenophontos on Athos",Male,Male,CousinOf
"Xenophon, founder of Xenophontos on Athos","Theodoulos, founder of Hagios Nikolaos Chrysokamarou on Athos",Male,Male,CousinOf
Frederick of Lorraine,Pope Leo IX,,Male,CousinOf
Frederick of Lorraine,"king, relative of Frederick of Lorraine",,,CousinOf
"king, relative of Frederick of Lorraine",Frederick of Lorraine,,,CousinOf
"Suqman ibn Artuq, ex-ruler of Jerusalem","Savanj, besieged by Fatimids in Jerusalem",Male,,CousinOf
"Georgios Tornikes, man of letters and metropolitan of Ephesos","Euthymios, cousin of Georgios Tornikes",,,CousinOf
"Mu'izz al-Dawla Thimal, Mirdasid lord of Aleppo",Muqallad ibn Kamil ibn Mirdas,,Male,CousinOf
huge cousin of Bohemond,Bohemond of Taranto,,Male,CousinOf
"Savanj, besieged by Fatimids in Jerusalem","Suqman ibn Artuq, ex-ruler of Jerusalem",,Male,CousinOf
"Savanj, besieged by Fatimids in Jerusalem",Najm al-Din Ilghazi ibn Artuq,,Male,CousinOf
Emperor Alexios I Komnenos,Manuel Komnenos Erotikos,Male,Male,GrandSonOf
"Andronikos Doukas, son of the kaisar Ioannes","Andronikos Doukas, father of kaisar Ioannes Doukas",Male,Male,GrandSonOf
"(Ioannes) Bryennios the patrikios, father of the kaisar","Anna the kouropalatissa, mother of Nikephoros Bryennios the usurper",Male,Female,GrandSonOf
"grandson of Michael Psellos, protégé  of Theophylaktos of Ohrid",Michael Psellos (named Konstantinos till tonsure in 1054),Male,Male,GrandSonOf
"Kekaumenos, author of the Strategikon","Kekaumenos, grandfather of author",Male,Male,GrandSonOf
"Kekaumenos, author of the Strategikon","Demetrios Polemarchios, grandfather of Kekaumenos",Male,Male,GrandSonOf
Bardas Phokas the younger,"Bardas Phokas the elder, doux of Antioch",Male,,GrandSonOf
"Ioannes Doukas, brother of Eirene Doukaina","Ioannes Doukas, kaisar",Male,Male,GrandSonOf
"Ioannes Doukas, brother of Eirene Doukaina","Eirene Pegonitissa, wife of Ioannes the kaisar",Male,Female,GrandSonOf
"Konstantinos Doukas porphyrogennetos, son of Michael VII",Emperor Konstantinos X Doukas,Male,Male,GrandSonOf
"Konstantinos, protopsaltes and donor to Iveron","Georgios/Gregorios Psellos, father of Iveron donor Basileios",Male,Male,GrandSonOf
"Michael Bourtzes, vestarches","Michael Bourtzes, doux of Antioch",Male,Male,GrandSonOf
"Michael Doukas, brother of Eirene Doukaina","Ioannes Doukas, kaisar",,Male,GrandSonOf
"Michael Doukas, brother of Eirene Doukaina","Eirene Pegonitissa, wife of Ioannes the kaisar",,Female,GrandSonOf
"Romanos Skleros, brother of Maria Skleraina",grandfather of Romanos Skleros (brother of Skleraina),Male,Male,GrandSonOf
"Samuel Bourtzes, patrikios","Michael Bourtzes, doux of Antioch",Male,Male,GrandSonOf
"Theognostos, grandson of Michael Bourtzes","Michael Bourtzes, doux of Antioch",Male,Male,GrandSonOf
infant grandchild of Michael Psellos,Michael Psellos (named Konstantinos till tonsure in 1054),Male,Male,GrandSonOf
"Ioannes, grandson of paroikos Kale at Gamma (Meander region)","Kale, paroikos at Gamma (Meander region)",Male,Male,GrandSonOf
"Niketas, grandson of epoikos Kyriake of Patmos","Kyriake, epoikos on Patmos",Male,Female,GrandSonOf
"Ioannes, witness of Lavra act (at Constantinople?)","Damianos, grandfather of witness of Lavra act Ioannes",Male,Male,GrandSonOf
"Ioannes, inhabitant of Adrameri in Chalkidike","Stribeles, grandfather of inhabitant of Adrameri Ioannes",Male,Male,GrandSonOf
"Georgios, grandson and oikonomos of bishop of Hierissos",bishop of Hierissos in 1080,Male,Male,GrandSonOf
"Theophylaktos, grandson of Theodoros and son of Konstantinos","Theodoros notarios, grandfather of Theophylaktos",Male,Male,GrandSonOf
"Symeon, son of Gerontas, grandson of Gerontas protospatharios","Gerontas, protospatharios, grandfather of Symeon",Male,Male,GrandSonOf
"Sisinios, grandson of Sisinios the archon from Thebes","Sisinios, archon from Thebes",Male,Male,GrandSonOf
"Nikolaos, son of Galaton",Baanes Boundarchos,Male,Male,GrandSonOf
"Niketas, grandson of Baanes",Baanes Boundarchos,Male,Male,GrandSonOf
sebastos,"Eumathios Philokales, grammatikos",Male,,GrandSonOf
Hugh II Embriaco of Jubail,Hugh I Embriaco of Jubail,Male,Male,GrandSonOf
"Botaneiates, grandson (Nikephoros?) of Nikephoros III",Emperor Nikephoros III Botaneiates,Male,Male,GrandSonOf
grandson of Maria Kastorissa,"Maria Kastorissa, patrikia",Male,Female,GrandSonOf
grandson of the seller of an estate to Marandos,seller of an estate to Marandos,Male,Male,GrandSonOf
entrant to the Chora monastery,seller of buildings to the convent of Eleousa,Male,Male,GrandSonOf
"Ioannes, klerikos of Hagia Sophia (of Thessalonike) and nomikos","maistor, grandfather of nomikos and klerikos of Hagia Sophia Ioannes",Male,Male,GrandSonOf
"Skleros, grandson of Romanos (brother of Skleraina)","Romanos Skleros, brother of Maria Skleraina",Male,Male,GrandSonOf
"Ioannes Iberitzes, protospatharios and vestiarites","Stephanos Iberitzes, protospatharios",Male,,GrandSonOf
"Ioannes Iberitzes, protospatharios and vestiarites",grandmother of Ioannes Iberitzes,Male,,GrandSonOf
Emperor Konstantinos VIII,Emperor Konstantinos VII Porphyrogennetos,Male,,GrandSonOf
Emperor Romanos III Argyros,"Romanos Argyros/Argyropoulos, grandfather of Romanos III",Male,,GrandSonOf
Emperor Alexios I Komnenos,Georgios Palaiologos,Male,Male,HusbandOf
Georgios Palaiologos,Emperor Alexios I Komnenos,Male,Male,HusbandOf
Emperor Alexios I Komnenos,Emperor Alexios III Angelos,Male,,GreatGrandFatherOf
Emperor Alexios I Komnenos,"Godfrey of Bouillon, duke of Lower Lorraine, first Latin ruler of Jerusalem",Male,Male,FatherOf
Emperor Michael VI Stratiotikos,Emperor Isaakios I Komnenos,Male,Male,FatherOf
Michael Psellos (named Konstantinos till tonsure in 1054),"Euphemia, adopted daughter of Michael Psellos",Male,Female,FatherOf
"Thoros, doux of Edessa","Baldwin of Boulogne, Baldwin I, king of Jerusalem",Male,Male,FatherOf
"Godfrey Struma (the Hunchback), duke of Lorraine","Godfrey of Bouillon, duke of Lower Lorraine, first Latin ruler of Jerusalem",Male,Male,FatherOf
Emperor Alexios I Komnenos,"Maria of Alania, empress",Male,Female,AdoptedSonOf
Emperor Isaakios I Komnenos,Emperor Michael VI Stratiotikos,Male,Male,AdoptedSonOf
Emperor Michael V Kalaphates,Empress Zoe,Male,Female,AdoptedSonOf
"Ignatios, brother of Lazaros of Galesion","Iouditta, patron of Lazaros of Galesion",Male,Female,AdoptedSonOf
"Baldwin of Boulogne, Baldwin I, king of Jerusalem","Thoros, doux of Edessa",Male,Male,AdoptedSonOf
"Godfrey of Bouillon, duke of Lower Lorraine, first Latin ruler of Jerusalem",Emperor Alexios I Komnenos,Male,Male,AdoptedSonOf
"Godfrey of Bouillon, duke of Lower Lorraine, first Latin ruler of Jerusalem","Godfrey Struma (the Hunchback), duke of Lorraine",Male,Male,AdoptedSonOf
Emperor Alexios I Komnenos,"Michael, logothetes of the sekreta and gambros of the Komnenoi",Male,,UncleOf
Emperor Romanos III Argyros,Emperor Konstantinos IX Monomachos,Male,Male,UncleOf
Emperor Romanos III Argyros,"Konstantinos Diogenes, father of Romanos IV",Male,Male,UncleOf
"Alousianos, son of Ioannes/John Vladislav","Aaron, brother of Alousianos",Male,Male,SonOf
"Isaakios Komnenos, elder brother of Alexios I","Ioannes Komnenos, father of Alexios I",Male,Male,SonOf
"Anastasios Podogorianites, tax-payer at Dobrobikeia","Michael, father-in-law of tax-payer of Dobrobikeia",Male,Male,SonInLawOf
"Abu'l-Aswar, ruler of Dvin","Ashot IV the Brave, king of Armenia",Male,Male,SonInLawOf
"Basileios, son-in-law of Manglabites","Manglabites, father-in-law of Iveron act witness Basileios",Male,Male,SonInLawOf
"Basileios Ktistes, witness of Iveron act","Theodoros, priest in Macedonia",Male,Male,SonInLawOf
"Blasios Stromonites, tax-payer at chorion of Dobrobikeia","Kaletza, mother-in-law of tax-payer at Dobrobikeia",Male,Female,SonInLawOf
Bohemond of Taranto,"Philip I, king of France",Male,Male,SonInLawOf
"Demetrios, citizen of Hierissos","Paschales, citizen of Hierissos (?)",Male,Male,SonInLawOf
"Eustathios, tax-payer at chorion of Dobrobikeia","Ioannes, father-in-law of tax-payer at Dobrobikeia",Male,Male,SonInLawOf
Georgios Palaiologos,"Maria of Bulgaria, wife of Andronikos Doukas",Male,Female,SonInLawOf
"Georgios, tax-payer at chorion of Dobrobikeia","Leon, father-in-law of tax-payer at Dobrobikeia",Male,Male,SonInLawOf
Georgios Polites,"Psellos, father-in-law of Georgios Polites",Male,Male,SonInLawOf
"Gregorios, son-in-law of Eustathios Boilas",Eustathios Boilas,Male,Male,SonInLawOf
"Ioannes, son-in-law of a baker and witness to Iveron act","baker, mother-in-law of Iveron act witness Ioannes",Male,Female,SonInLawOf
Emperor Konstantinos IX Monomachos,father of first wife of Konstantinos IX,Male,,SonInLawOf
Emperor Konstantinos X Doukas,Konstantinos Dalassenos,Male,Male,SonInLawOf
"Konstantinos Doukas porphyrogennetos, son of Michael VII",Emperor Alexios I Komnenos,Male,Male,SonInLawOf
"Konstantinos Doukas porphyrogennetos, son of Michael VII","Eirene Doukaina, wife of Alexios I",Male,Female,SonInLawOf
"Konstantinos, son-in-law of Brichotos","Brichotos, father-in-law of Iveron act witness Konstantinos",Male,Male,SonInLawOf
Leon Tornikios,"Ioannes Batatzes, supporter of Leon Tornikios",Male,Male,SonInLawOf
"Leon, son-in-law of Basileios Pollybodas","Basileios Pollybodas, koubouklesios at Kastri (Strymon)",Male,Male,SonInLawOf
"Leon, witness of Iveron act","Nikolaos Petharas, witness of Iveron act",Male,Male,SonInLawOf
"Marianos Stromonites, tax-payer at chorion of Dobrobikeia","Sklabopapas, father-in-law of tax-payer at Dobrobikeia",Male,Male,SonInLawOf
"Michael, son-in-law of Eustathios Boilas",Eustathios Boilas,Male,Male,SonInLawOf
"Nesnastros, tax-payer at chorion of Dobrobikeia","Ioannilos, father-in-law of tax-payer at Dobrobikeia",Male,Male,SonInLawOf
"Nikephoros Bryennios, kaisar, husband of Anna Komnene","Eirene Doukaina, wife of Alexios I",Male,Female,SonInLawOf
"Nikephoros Bryennios, kaisar, husband of Anna Komnene",Emperor Alexios I Komnenos,Male,Male,SonInLawOf
"Nikolaos, tax-payer at chorion of Dobrobikeia","Kyriakos, father of tax-payer at Dobrobikeia",Male,Male,SonInLawOf
"Petros, tax-payer at chorion of Obilos","Bileles, protospatharios",Male,Male,SonInLawOf
"Petros, tax-payer at chorion of Dobrobikeia","Nesnastres, father-in-law of tax-payer at Dobrobikeia",Male,Male,SonInLawOf
"Strategios Berymos, witness of Iveron act","Berymos, father-in-law of Iveron act witness Strategios",Male,Male,SonInLawOf
"Symeon, citizen of Hierissos","Tempinas, citizen of Hierissos (?)",Male,Male,SonInLawOf
Theodoros Dokeianos,father-in-law of Theodoros Dokeianos,Male,Male,SonInLawOf
Theodoros Dokeianos,mother-in-law of Theodoros Dokeianos,Male,Female,SonInLawOf
"Theodoros, tax-payer at chorion of Dobrobikeia","Gostelos, father-in-law of tax-payer at Dobrobikeia",Male,Male,SonInLawOf
Michael Attaleiates,mother-in-law of Michael Attaleiates,Male,Female,SonInLawOf
"Michael Iasites, husband of Eudokia, daughter of Alexios I","Eirene Doukaina, wife of Alexios I",Male,Female,SonInLawOf
"Michael Iasites, husband of Eudokia, daughter of Alexios I",Emperor Alexios I Komnenos,Male,Male,SonInLawOf
"Konstantinos, paroikos at Galaides (Meander valley)","Georgios Phatyris, paroikos at Galaides (Meander valley)",Male,Male,SonInLawOf
"Leon, son-in-law of paroiikos Anna at Baris (Meander valley)","Anna, paroikos at Baris (Meander valley)",Male,Female,SonInLawOf
"Leon, son-in-law of paroikos Nikephoros at Mantrakle (Meander valley)","Nikephoros, paroikos at Mantrakle (Meander valley)",Male,Male,SonInLawOf
"Nikolaos, inhabitant of Adrameri in Chalkidike","Kakoletos, father-in-law of inhabitant of Adrameri Nikolaos",Male,Male,SonInLawOf
"Xiphias, patrikios",grandmother of Ioannes Iberitzes,Male,,SonInLawOf
"Michael, son-in-law of the widow Sophronia","Sophronia, widow, mother-in-law of Michael",Male,Female,SonInLawOf
"Leon, son-in-law of Philagres and heir of Eirenaios (?)","Philagres, father-in-law of Leon",Male,Male,SonInLawOf
"Nikephoros Katakalon Euphorbenos, son-in-law of Alexios I",Emperor Alexios I Komnenos,,Male,SonInLawOf
"Ioannes, son-in-law of Damianos","Damianos, father-in-law of Ioannes",Male,Male,SonInLawOf
"Ioannes, son-in-law of Marianos","Marianos, father-in-law of Ioannes",Male,,SonInLawOf
Georgios Roslinos,"Poletiane, widow, daughter of Basileios Chage",Male,Male,SonInLawOf
"Daniel, droungarios, son-in-law of Ploutinos",Ploutinos,Male,Male,SonInLawOf
Rendakios the Athenian,Sergios Betelakes,Male,Male,SonInLawOf
Isaakios Komnenodoukas,sebastokrator,Male,Male,SonInLawOf
"Moschos, paroikos of Nea Mone at Kalothekia","Georgios Kalaphates, paroikos of Nea Mone at Kalothekia",Male,Male,SonInLawOf
"Baldwin of Boulogne, Baldwin I, king of Jerusalem","Taphnuz, father-in-law of Baldwin I of Jerusalem",Male,Male,SonInLawOf
"Baldwin of Bourcq, Baldwin II, king of Jerusalem","Gabriel (Khoril), amir, doux of Melitene",Male,Male,SonInLawOf
Qilij Arslan ibn Sulayman ibn Qutlumish,"Tzachas/Chaka, Turkish amir",Male,Male,SonInLawOf
son of Arotras,father-in-law of son of Arotras,Male,Male,SonInLawOf
"Roupenes (?), implicated in a case involving financial guarantees","Dermokaites, involved in a trial over financial guarantees",Male,Male,SonInLawOf
son of protospatharios and strategos Melias,Andronikos Balantes,Male,Male,SonInLawOf
"Theophylaktos, son of Romanos Saronites","Ioannes Parsakoutenos, protospatharios",Male,Male,SonInLawOf
"Konstantinos, priest and (son?) in-law of landowner Konstantinos Phasoulos","Konstantinos Phasoulos, landowner at Kassandra (Chalkidike)",Male,Male,SonInLawOf
"Elpidios Kenchres, affianced son-in-law of Michael Psellos",Michael Psellos (named Konstantinos till tonsure in 1054),Male,Male,SonInLawOf
